Kernel_Index,Kernel_Name,Kernel,Num_Samples_GP,RMSE,Sampling_Time,Training_Time,R2,MAPE,Y_TEST_MEAN,Training_ratio,RMSE_NORM
1,RationalQuadratic,"1**2 * RationalQuadratic(alpha=1, length_scale=1)",60,2133.8567521779537,306.06155467033386,8.187072992324829,0.9999721134114206,0.0011970770492108341,1431582.8327455341,75,0.001490557656440722
1,RationalQuadratic,"1**2 * RationalQuadratic(alpha=1, length_scale=1)",62,6198.422513129776,317.0505862236023,5.46746301651001,0.9994878079530357,0.0027662520765594266,1376328.3078666567,75,0.0045035929855555224
1,RationalQuadratic,"1**2 * RationalQuadratic(alpha=1, length_scale=1)",64,1077.2451728415024,319.6466007232666,6.18862771987915,0.9999891464389984,0.0006505656194511063,1516449.5548723144,75,0.0007103732329112701
1,RationalQuadratic,"1**2 * RationalQuadratic(alpha=1, length_scale=1)",66,1731.4351634365833,335.0799412727356,11.110485553741455,0.9999607193134664,0.0008684055630865185,1458417.74719024,75,0.0011872011066598259
1,RationalQuadratic,"1**2 * RationalQuadratic(alpha=1, length_scale=1)",68,1324.009418631313,344.36566185951233,0.6070637702941895,0.9999856783577123,0.0008485004186690543,1366499.077341899,75,0.0009689061929019108
1,RationalQuadratic,"1**2 * RationalQuadratic(alpha=1, length_scale=1)",70,1396.432281562225,351.2822587490082,9.271091222763062,0.9999856477009764,0.0005951135531951245,1482110.3720108296,75,0.0009421918285799712
1,RationalQuadratic,"1**2 * RationalQuadratic(alpha=1, length_scale=1)",72,2369.8907357416037,358.64144372940063,7.783141851425171,0.999961367214068,0.0015287105960367238,1295216.397900314,75,0.0018297257042015937
1,RationalQuadratic,"1**2 * RationalQuadratic(alpha=1, length_scale=1)",74,2341.672473124257,370.99488615989685,9.101296424865723,0.9999435696232422,0.0008281958711626469,1511473.4974567778,75,0.0015492646593303694
1,RationalQuadratic,"1**2 * RationalQuadratic(alpha=1, length_scale=1)",76,5571.006370004172,378.5037353038788,7.7968666553497314,0.9997028685514094,0.00315653369787257,1234979.8794110462,75,0.004511009825245856
1,RationalQuadratic,"1**2 * RationalQuadratic(alpha=1, length_scale=1)",78,1990.377623073545,386.3866460323334,6.048415422439575,0.9999349411193609,0.0008203527796726727,1496870.3175265896,75,0.0013296927594652428
1,RationalQuadratic,"1**2 * RationalQuadratic(alpha=1, length_scale=1)",80,1100.964789379616,404.26677560806274,14.961231470108032,0.9999900928934651,0.0006562368229815871,1583636.9430533852,75,0.0006952128732592353
